entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::000226,ACH,unknown,Classical Nahuatl,,Flagged,"definition_fr=particule marquant ordinairement le doute et quelquefois équivalant à une négation : ach aquin, je ne sais qui C’est; ach aye (Gar.), peut-être non en- core; ach can, campa ou canin (Car.), je ne sais où, ach ça ye nelh? est-ce possible? est-ce vrai? ach ça ye nelli yehuatl inin yecxayaque in yectlachielice catca? est-ce possible que ce soit [à cette personne qui était si belle, si fraiche? ach iuh ou iuhqui, presque ainsi, à peu près de cette manière : ach iuhqui itloc quica, se ressembler, paraitre semblables, en parlant de deux objets; ach quemman, on ne sait à quelle heure: auh quemman oc ceppa ti-Ulaquaz ? ach quemman, aço tel nepantla in tonatiuh (Car.), à quelle heure mangeras-tu de nouveau? je ne sais, sans doute à midi. Voy. Macu. | duplicate_candidate_key=ach|unknown|classical nahuatl|"
SM::000232,ACH,unknown,Classical Nahuatl,,Flagged,"definition_fr=CAMPA, CAN ou CANIN. Voy. Acu. | duplicate_candidate_key=ach|unknown|classical nahuatl|"
SM::000236,ACHCAUHTLI,unknown,Classical Nahuatl,,Flagged,"definition_fr=Ou ACHGAUTLI, 5. Grand-prêtre, doyen des prêtres, juge principal, suprême, com- nissaire, chef, aîné; chose principale, supérieure, excellente, etc.: tacheauhth (pour ti-achcauhtli), tu es principal. Plur. achcacauhtin (Olm.). En comp. | duplicate_candidate_key=achcauhtli|unknown|classical nahuatl|"
SM::000238,ACHCAUHTLI,unknown,Classical Nahuatl,,Flagged,"definition_fr=5. (Clav.). Ollicier de la milice; plur. achcauhtin; ces officiers composaient le premier ordre militaire, à la tête duquel étaient les Quachic- tin. — Nom d’un chef chichimèque (Clav.). | duplicate_candidate_key=achcauhtli|unknown|classical nahuatl|"
SM::000255,ACHI,unknown,Classical Nahuatl,,Flagged,definition_fr=YUHQUI. Voy. Acui. | duplicate_candidate_key=achi|unknown|classical nahuatl|
SM::000256,ACHI,unknown,Classical Nahuatl,,Flagged,definition_fr=IXQUICH. Voy. Acui. | duplicate_candidate_key=achi|unknown|classical nahuatl|
SM::000264,ACHI,unknown,Classical Nahuatl,,Flagged,definition_fr=QUIN. Voy. Acui. | duplicate_candidate_key=achi|unknown|classical nahuatl|
SM::000241,ACHIC,adverb,Classical Nahuatl,,Flagged,"definition_fr=servant à marquer la différence qu'il ya entre les personnes ou les choses : achic in tehuatl ca olîte-micti, ca tic-tzaqua in motlatlacol, auh in nehuatl aic manel çan ce pinacatl onic-micti (Par.), pour toi tu es homicide, tu expies ton crime, mais moi je n'ai jamais tué même un insecte; tle ipampa in amo motla- tlacol? achic intla tixpopoyotl (Car.), comment n'est-ce pas ta faute? à la bonne heure si tu étais aveugle. | duplicate_candidate_key=achic|adverb|classical nahuatl|"
SM::000242,ACHIC,adverb,Classical Nahuatl,,Flagged,"definition_fr=de temps. Naguère, il n’y a pas long- temps, bientôt, dans peu, etc.; oc ximo-machtitinemu, oc achic æiqu-ihiyohui, oc tipiltontli, ac quin ye ücaxtol- æiuhtica, continue à étudier, patiente encore un peu, tu es encore jeune, à peine tu viens d’avoir quinze ans; oc cuel achic, bientôt, dans un moment; oc cuel achic itech nino-tzonchuiz, dans un tout petit instant je me vengerai de lui. Voy. Acuironca, Acmirzinca et Quix Acic. | duplicate_candidate_key=achic|adverb|classical nahuatl|"
SM::000272,ACHIUA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. oAcmiun : titla — faire une chose illi- cite, qui n’est pas permise. RR. a priv. chiua. | roots=a priv | duplicate_candidate_key=achiua|unknown|classical nahuatl|"
SM::000273,ACHIUA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. AGHIUH : # (pour ni) — faire du ca- cao, préparer une boisson. RR. at/, chiua. | duplicate_candidate_key=achiua|unknown|classical nahuatl|"
SM::000781,AMI,unknown,Classical Nahuatl,,Flagged,definition_fr=Voy. An. | duplicate_candidate_key=ami|unknown|classical nahuatl|
SM::000782,AMI,unknown,Classical Nahuatl,,Flagged,definition_fr=plur. AMIQUE. Voy. Queumacu. | duplicate_candidate_key=ami|unknown|classical nahuatl|
SM::000834,AMO,unknown,Classical Nahuatl,,Flagged,definition_fr=MA. Voy. Ano. | duplicate_candidate_key=amo|unknown|classical nahuatl|
SM::000843,AMO,unknown,Classical Nahuatl,,Flagged,definition_fr=TENAQUILLANI. Voy. TENAQUILLANI. | duplicate_candidate_key=amo|unknown|classical nahuatl|
SM::000844,AMO,unknown,Classical Nahuatl,,Flagged,"definition_fr=TENAQUILMA, Voy. TeNAquILMA. | duplicate_candidate_key=amo|unknown|classical nahuatl|"
SM::000912,ANCA,unknown,Classical Nahuatl,,Flagged,"definition_fr=(Olm.), employé avec le poss. à: yanca, son égal ou ce qui est joint à une autre chose. | duplicate_candidate_key=anca|unknown|classical nahuatl|"
SM::000914,ANCA,unknown,Classical Nahuatl,,Flagged,"definition_fr=con]. De manière que, de sorte que, donc. Sert pour conclure : anca amo mic-chiuaz (Olm.), de manière que Je ne le ferai pas; anca in (lalticpac necuiltonolli netlamachtilli, anca çan nenquizcayotl anca atle itech uetziz in toyollo in iz tlalticpac, anca can yuhquin cochitleualli temictli ipan tic-matizque in ilalticpac ic pacoa (Car.), donc les biens de la terre ne sont que vanité, donc nous ne devons pas nous attacher aux choses de ce monde, done nous devons considérer comme des songes les plaisirs de ce monde; anca ye huel yehua in otim-ixiti (Car.), de sorte qu'il y a un bon moment que tu es éveillé. | duplicate_candidate_key=anca|unknown|classical nahuatl|"
SM::000939,ANEL,unknown,Classical Nahuatl,,Flagged,"definition_fr=con]. De sorte que; on dit, ils disent. | duplicate_candidate_key=anel|unknown|classical nahuatl|"
SM::000940,ANEL,unknown,Classical Nahuatl,,Flagged,definition_fr=Voy. EL. | duplicate_candidate_key=anel|unknown|classical nahuatl|
SM::001213,ATEL,unknown,Classical Nahuatl,,Flagged,definition_fr=Voy. EL. | duplicate_candidate_key=atel|unknown|classical nahuatl|
SM::001214,ATEL,unknown,Classical Nahuatl,,Flagged,"definition_fr=con]. Mais, et avec la forme interrogative, n'est-il pas évident? atel tiqu-ittaz, mais tu le verras; atel mochi in quimo-tzacuiltitia inic omictiloc? (Par.), n'est-il pas évident qu'il a payé toutes ses fautes par la mort qu'on lui a donnée? | duplicate_candidate_key=atel|unknown|classical nahuatl|"
SM::001300,ATL,noun,Classical Nahuatl,,Flagged,"definition_fr=Eau, urine, sinciput, tête, cervelle, guerre; all cecec, eau froide; atl tlatzacutli inic mo- coneuaz, barrage; lit. eau arrêtée pour qu'elle s'é- lève; atl yotlatocayan, ruisseau; lit. lieu où court l'eau; ei ail, mer, grande eau; atl, tlaqualli, nour- riture, aliment: au fig. oc atl, enfant, marmot; lit. encore eau; al, tlachinolli, guerre, bataille; atl cecec tetech nic-pachoa, corriger, châtier quelqu'un; atl cecec ütech tlapacholh, châtié, réprimandé. Cal., nom du neuvième jour du mois (Clav.). En comp. nauh (pour no-auh), mon eau, ma cervelle, ma tête, etc.; mauh (pour mo-auh), ton eau; iauh, son eau; iauh itlaqual, sa nourriture; iauh itlaqual in tanima, la nourriture de notre âme; tauh (pour to-auh), notre cervelle, la cer- velle en général. Avec les postp. itic, pan, tlan, uic : atliuc, dans l’eau; apan, sur l'eau, dans l’eau; apan omic in noteachcauh (Par.), mon frère aîné se noya; atlan où atitlan, dans l'eau, près de l’eau; atitlan tla- tlahlh, mis dans l’eau; atlan nitla-tlalia, mettre une chose dans l’eau; atlan temictiani, pirate, corsaire; atlam micqui, noyé; auic (Par.), vers l’eau. Rév. atanth; en comp. natzin (pour no-atzin), mon eau; tatin, Son eau; in oyuh nic-celi in iatzin totecuiyo Dios, lorsque j'eus reçu l'eau de N. $., c’est-à-dire le bap- tème; plur. natzitziuan (Olm.). Voy. A. | calendar="", nom du neuvième jour du mois (Clav"" | duplicate_candidate_key=atl|noun|classical nahuatl|"
SM::028275,ATL,noun,Classical Nahuatl,,Flagged,definition_fr=Sorte de boisson faite avec du cacao et certaines fleurs desséchées et réduites en poudre. | duplicate_candidate_key=atl|noun|classical nahuatl|
SM::000439,AYA,unknown,Classical Nahuatl,,Flagged,definition_fr=CUEL. Voy. Aya. | duplicate_candidate_key=aya|unknown|classical nahuatl|
SM::000447,AYA,unknown,Classical Nahuatl,,Flagged,"definition_fr=TLE, AYA UEL. Voy. Aya. | duplicate_candidate_key=aya|unknown|classical nahuatl|"
SM::000527,AYOTECTLI,noun,Classical Nahuatl,,Flagged,"definition_fr=Vase de calebasse, citrouille em- ployée en médecine (Bét.). RR. ayoth,.….(?). | roots=ayoth | duplicate_candidate_key=ayotectli|noun|classical nahuatl|"
SM::000528,AYOTECTLI,noun,Classical Nahuatl,,Flagged,"definition_fr=Tortue de mer. RR. ayotl, ....(?). | roots=ayotl | duplicate_candidate_key=ayotectli|noun|classical nahuatl|"
SM::022002,BR,unknown,Classical Nahuatl,,Flagged,definition_fr=maxiltia. | duplicate_candidate_key=br|unknown|classical nahuatl|
SM::025133,BR,unknown,Classical Nahuatl,,Flagged,definition_fr=uacalhuia. | duplicate_candidate_key=br|unknown|classical nahuatl|
SM::001757,CA,adverb,Classical Nahuatl,,Flagged,"definition_fr=ou con]. Déjà, où, certes, parce que, pourquoi, puisque; ca ye, déjà; ca ye amo, déjà non; ca ye qualh, c'est bien, c'est bon, soit, oui; ca yauh in Pedro (Olm.), où va Pierre; ca uepa? où? par où? de quel côté? en quel endroit? à quel point? ca amo oniqu-ito (Olm.), certes je ne l'ai pas dit; ca amo ma, Mais non, certes non : ca amo ma oc ca tlacatl itech am-poui, vous ne dépendez point d’une autre personne ; ca amo maca nic-nequi, non parce que Je ne le veux pas; ca aoctle, il n'y a plus rien; ca aoctle ipatica, 1 n'y a plus de remède, c’est fini; ca çaçan quenin ti-qualani? (Par.), pourquoi pour rien te fâches- tu? ca yuhquim ma, c'est tant, c’est ainsi; ca y2ca, voilà, c'est ici. Ca sert parfois à marquer plus d'é- nergie : nehuatl ca nitlatlacoani (Par.), je suis pêcheur; ca nelli, véritable, certain, positif. | duplicate_candidate_key=ca|adverb|classical nahuatl|"
SM::024278,CA,adverb,Classical Nahuatl,,Flagged,"definition_fr=En ajoutant, en augmentant une chose. | duplicate_candidate_key=ca|adverb|classical nahuatl|"
SM::001755,CA,unknown,Classical Nahuatl,,Flagged,"definition_fr=MVAMITE Être, se trouver; p. ocatca; fut. n-iez; imp. man-ie; opt. man-ieni; ye ic ni-ca, agoniser, être à toute extrémité; amo uecan ni-ca, être proche, ne pas être loin; achi tetlan ni-ca ou tetech m-ca, être AG près de quelqu'un; noyollo iuh ca, être assuré d'une chose, la connaître; lit. mon esprit est ainsi, tel est mon sentiment, mon opinion; #pan ni-ca, êlre au haut d’une chose; ma nic-chiuhtie, ne Voccupe pas de ce que j'ai fait; litt. ne sois pas à ce que j'ai fait; in ocatca où in oyeco, ce qui fut, ce qui est passé. — Accompagné de la particule on, ce verbe signifie avoir, et ne s'emploie qu'à la 3° personne : onca, il a, il y a quelque chose; onca ixoæal, il a une hernie; oncatca, il y avait, était; oncate, ils sont là, ils y sont, il y a du monde; oc onca yla, il a ou qui a encore son père; onca tlaxcalli, 11 y a du pain; atle onca, 11 n’y a rien; onyez tlaolli, il ÿ aura du maïs. En comp. ni-tlachixtica (Olm.), être regardant. Rév. etztica, yelitica où yelzinolica: ommo-yetzlica in totecuiyo Dios, il y a Dieu notre Seigneur qui; campa mo-yetz- tica in tlatoan? où est le gouverneur? Impers. yeloa ou yeloua, p. oyeloac, ele., il y a du monde (à la maison, dans les maisons); itlan yeloac, accompa- gné; litt. on est, il y a du monde auprès de lui; au fig. nocuitlapan, noteputzco yeloac, avoir le soin, être chargé de diriger, de gouverner; Hitt. sur mon dos, sur mes épaules il y a du monde. Olmos donne pour l'impers. eloac, p. oeloaca. | duplicate_candidate_key=ca|unknown|classical nahuatl|"
SM::001759,CA,unknown,Classical Nahuatl,,Flagged,"definition_fr=particule servant à lier : semble, nic-qualancaitta in noyaouh (Par.), je regarde 1° deux verbes en- avec colère mon ennemi (de qualani et itta); 2° un verbe avec un subst. marquant possession : nic-topi- lecatlalia (Gar.), je l'établis alguazil (de topile et tlalia); etc., etc. | duplicate_candidate_key=ca|unknown|classical nahuatl|"
SM::001760,CA,unknown,Classical Nahuatl,,Flagged,"definition_fr=suflixe des plus-que-parfaits : onile-anca, J'a- vais pris quelqu'un; oûila-pixca, tu avais gardé une chose; opololoca, il avait été perdu; otetlaçotlaloca, tous avaient aimé; elc., elc. | duplicate_candidate_key=ca|unknown|classical nahuatl|"
SM::001935,CA,unknown,Classical Nahuatl,,Flagged,definition_fr=CENCA YE ou YEHUATL. Voy. Cenca. | duplicate_candidate_key=ca|unknown|classical nahuatl|
SM::002198,CA,unknown,Classical Nahuatl,,Flagged,definition_fr=NELLI. Voy. Ca. | duplicate_candidate_key=ca|unknown|classical nahuatl|
SM::002251,CA,unknown,Classical Nahuatl,,Flagged,definition_fr=TLATZACCAN. Voy. Tuarzaccan. | duplicate_candidate_key=ca|unknown|classical nahuatl|
SM::002049,CALLI,noun,Classical Nahuatl,,Flagged,"definition_fr=Maison, habitation, case, caisse; pin- cette en bois ou en roseau pour manger le maïs cuit sur la cendre; corbeau ; we calh, sale; vino call, cave, cellier. Cal., nom d'année et du troisième jour du mois; 1 call xihuitl, 1325, ypan inin acico inic mo- tlalico atlitic Tenuchtitlan in Mexica Chichimeca (Chim.), année deux maison, alors vinrent se fixer dans la lagune à Tenochtitlan les Mexicains Chichimèques. En comp. nocal, ma maison; ce nocal oxixin (Par.), une maison à moi s’écroula: mocal, ta maison; cal, sa maison; tncal in nocolhuan (Par.), la maison de mes ancêtres. Avec les postp. itic, iticpa, nauac, pan, tech, tlan, tlampa, tzalan : calitic, dans la maison, à l'intérieur; mocalitic, dans ta maison; calitic monene- qui, provisions domestiques, tout ce qui est néces- saire dans les maisons; calitic mitla-uelmana, carreler l'intérieur d’une maison ; cahiticpa ou calitecpa, dans la maison, de l’intérieur; calitecpa calixthi, porte imté- rieure; cahticpa non-tlachia, regarder dans une mai- son; calnauac, près de la maison; nocalnauac, près de ma maison; nocalnauac tlacatl, mon voisin; litt. personne près de ma maison; calpan, dans la maison, à la maison; cecen calpan, dans chaque maison, à chaque maison; caltech ou caltitech, contre la maison; caltitech æic-quetza in quauitl (Olm.), dresse le bois contre la maison; callan ou callampa, hors de la mai- son, auprès de la maison; caltitlan, près de la mai- son; nocaltitlan (Par.), près de ma maison; caltzalan, entre les maisons. R. ca. | roots=ca | calendar="", nom d'année et du troisième jour du mois"" | duplicate_candidate_key=calli|noun|classical nahuatl|"
SM::028287,CALLI,noun,Classical Nahuatl,,Flagged,"definition_fr=Jardin de fleurs. RR. xochitl, chinancall. | roots=xochitl; chinancall | duplicate_candidate_key=calli|noun|classical nahuatl|"
SM::002199,CAN,unknown,Classical Nahuatl,,Flagged,definition_fr=YEPA ou YE UEL? Voy. Can? | duplicate_candidate_key=can|unknown|classical nahuatl|
SM::002202,CAN,unknown,Classical Nahuatl,,Flagged,definition_fr=YUHYA ou YUHYAN? Voy. Can? | duplicate_candidate_key=can|unknown|classical nahuatl|
SM::001162,CANI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Généreux, libéral, bienfaisant ; aqui- tetlaçomaca ytlatqui où yaxca, magnanime, grand en ses largesses; litt. qui ne donne pas les ordures de ses biens. RR. « priv. tlaçolli, maca. | duplicate_candidate_key=cani|adjective verbalderived|classical nahuatl|"
SM::009822,CANI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Présomptueux, égoïste, personnel, qui désire être avantagé. R. panawltoca. | roots=panawltoca | duplicate_candidate_key=cani|adjective verbalderived|classical nahuatl|"
SM::004480,CANTLI,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=cantli|unknown|classical nahuatl|
SM::020964,CANTLI,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=cantli|unknown|classical nahuatl|
SM::002244,CAQUIZTLI,noun,Classical Nahuatl,,Flagged,"definition_fr=Son; personne de crédit; wel ca- quith, son pur, net, juste. R. caquizti. | roots=caquizti | duplicate_candidate_key=caquiztli|noun|classical nahuatl|"
SM::002245,CAQUIZTLI,noun,Classical Nahuatl,,Flagged,definition_fr=Herbe médicinale (Hern.). | duplicate_candidate_key=caquiztli|noun|classical nahuatl|
SM::003628,CAUH,unknown,Classical Nahuatl,,Flagged,"definition_fr=cc. : mino — se lasser, être épuisé de fatigue. | duplicate_candidate_key=cauh|unknown|classical nahuatl|"
SM::017014,CAUH,unknown,Classical Nahuatl,,Flagged,"definition_fr=5. Grand-prêtre, ministre, supérieur. RR. teopixqui, lachcauh. | roots=teopixqui; lachcauh | duplicate_candidate_key=cauh|unknown|classical nahuatl|"
SM::003094,CHICHI,unknown,Classical Nahuatl,,Flagged,"definition_fr=P. OouIcuic : ni ou mic — léter; oc chicha piltonili, enfant à la mamelle, qui tette encore. | duplicate_candidate_key=chichi|unknown|classical nahuatl|"
SM::003095,CHICHI,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. OCHICHIC : nitla — raccommoder des vêtements, des souliers, coudre, rentraire. 11, 8h DICTIONNAIRE DE LA LANGUE NAHUATL. | duplicate_candidate_key=chichi|unknown|classical nahuatl|"
SM::003096,CHICHI,unknown,Classical Nahuatl,,Flagged,definition_fr=Voy. Gaicmirs. | duplicate_candidate_key=chichi|unknown|classical nahuatl|
SM::003136,CHICHILIZTLI,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Aigreur, amertume. ki. chichia. | duplicate_candidate_key=chichiliztli|noun verbalderived|classical nahuatl|"
SM::003137,CHICHILIZTLI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=(Torq.). Action de téter. R. chichi. | roots=chichi | duplicate_candidate_key=chichiliztli|noun verbalderived|classical nahuatl|
SM::003147,CHICHIMECATL,unknown,Classical Nahuatl,,Flagged,"definition_fr=5. (Torq., Clav.). « Qui suce ou qui tette» Chichimèque; plur. Chichimeca, tribus no- mades, vivant des produits de la chasse et qui rem- placèrent les Toltèques dans l’Anahuac vers la fin du xu° siècle. Les conquérants espagnols désignaient sous le nom de Chichimèques les peuplades sauvages qui vivaient dans le nord du Mexique. R. chich. | roots=chich | duplicate_candidate_key=chichimecatl|unknown|classical nahuatl|"
SM::003148,CHICHIMECATL,unknown,Classical Nahuatl,,Flagged,"definition_fr=Ou CHICHIMECATEUCTLI (Clav.). L'un des chefs militaires de l'armée de Tlax- cala, qui lulta contre Cortès. | duplicate_candidate_key=chichimecatl|unknown|classical nahuatl|"
SM::003200,CHICHIUA,noun,Classical Nahuatl,,Flagged,"definition_fr=Nourrice qui allaite, R. chichi. | roots=chichi | duplicate_candidate_key=chichiua|noun|classical nahuatl|"
SM::003201,CHICHIUA,noun,Classical Nahuatl,,Flagged,definition_fr=Maître du chien (Olm.). R. chichi. | roots=chichi | duplicate_candidate_key=chichiua|noun|classical nahuatl|
SM::017855,CHILIZTLI,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=chiliztli|unknown|classical nahuatl|
SM::026343,CHILIZTLI,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=chiliztli|unknown|classical nahuatl|
SM::003197,CHITONI,unknown,Classical Nahuatl,,Flagged,"definition_fr=Étinceler, pétiller, éclater; lemoyotl chichitoca , le feu étincelle. | duplicate_candidate_key=chitoni|unknown|classical nahuatl|"
SM::003199,CHITONI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: m — faire Jaillir (des étincelles, des éclats de bois, etc.). | duplicate_candidate_key=chitoni|unknown|classical nahuatl|"
SM::012258,CHITONI,unknown,Classical Nahuatl,,Flagged,"definition_fr=etc. : min (pour nino) — se luxer un os. Nite — déboîter un os à quelqu'un. RR. omiotl, chitonia. | roots=omiotl; chitonia | duplicate_candidate_key=chitoni|unknown|classical nahuatl|"
SM::003004,CHIUHCAN,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Lieu où l’on fait des sandales, des socques, etc. RR. chapineschiua, yan ou can. “CHAPINESCHIUHQUI, 5. dales. R. chapineschiua. | roots=chapineschiua; chapineschiua; yan ou can | duplicate_candidate_key=chiuhcan|noun verbalderived|classical nahuatl|"
SM::017567,CHIUHCAN,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Chaudronnerie, fabrique de chau- drons. RR. tepuzapazchiua, yan ou can. | roots=tepuzapazchiua; yan ou can | duplicate_candidate_key=chiuhcan|noun verbalderived|classical nahuatl|"
SM::003528,CHOCA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. ocnocac : m — pleurer, bêler, rugir, mugir, aboyer, etc.; æi-choca, pleure; xi-chocacan, pleurez. Rév. choctia, choquilia, choquiltia ou choquitia. Impers. chocoa, on pleure. | duplicate_candidate_key=choca|unknown|classical nahuatl|"
SM::003555,CHOCA,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=choca|unknown|classical nahuatl|
SM::003546,CHOPONI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: ni — se piquer, avoir des démangeaisons. | duplicate_candidate_key=choponi|unknown|classical nahuatl|"
SM::003548,CHOPONI,unknown,Classical Nahuatl,,Flagged,definition_fr=: #1 — même signification. | duplicate_candidate_key=choponi|unknown|classical nahuatl|
SM::003550,CHOPONI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: nitla — manger, picoter des grains, en aller parlant des oiseaux. | duplicate_candidate_key=choponi|unknown|classical nahuatl|"
SM::003616,CIAMMIQUI,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=ciammiqui|unknown|classical nahuatl|
